brewery_name,review_time,review_overall,review_aroma,review_profilename,beer_style,review_taste,beer_name,beer_beerid
Magic Hat Brewing Company,9.44438401E8,4.0,4.0,Todd,Scotch Ale / Wee Heavy,4.0,Jinx,296.0
Magic Hat Brewing Company,9.27676801E8,4.0,4.0,Todd,American Amber / Red Ale,4.0,Bob's 1st Ale,294.0
Brew Moon Restaurant & Microbrewery,9.26380801E8,3.5,3.5,BeerAdvocate,Fruit / Vegetable Beer,3.5,Brew Moon Purple Plum Wheat Ale,524.0
Brew Moon Restaurant & Microbrewery,9.26380801E8,4.0,3.5,BeerAdvocate,Altbier,4.0,Brew Moon Alternative Ale,527.0
Brew Moon Restaurant & Microbrewery,9.27504001E8,4.5,4.0,Jason,Extra Special / Strong Bitter (ESB),4.0,Brew Moon Prussia's Pride ESB,521.0
Brew Moon Restaurant & Microbrewery,9.45043201E8,4.0,4.0,Jason,English Brown Ale,4.0,Brew Moon Nutcracker Festival Ale,660.0
Brew Moon Restaurant & Microbrewery,9.26380801E8,4.0,3.5,BeerAdvocate,American Porter,4.0,Brew Moon Planetary Porter,526.0
Brew Moon Restaurant & Microbrewery,9.26380801E8,3.0,3.5,BeerAdvocate,Herbed / Spiced Beer,4.0,Brew Moon Herbale,525.0
Brew Moon Restaurant & Microbrewery,9.26380801E8,4.0,4.0,BeerAdvocate,American IPA,4.0,Brew Moon Toasted Head IPA,522.0
Brew Moon Restaurant & Microbrewery,9.26380801E8,4.0,3.5,BeerAdvocate,American IPA,4.5,Brew Moon Toasted Head IPA,522.0
Brew Moon Restaurant & Microbrewery,9.22320001E8,4.0,4.0,Jason,Irish Red Ale,4.0,Brew Moon Orion's Irish Amber,659.0
Brew Moon Restaurant & Microbrewery,9.41587201E8,4.0,4.0,Jason,American IPA,4.0,Brew Moon Improper Hopper IPA,661.0
Brew Moon Restaurant & Microbrewery,9.40723201E8,4.5,4.0,BeerAdvocate,English Brown Ale,4.0,Brew Moon Big Bang Brown,453.0
Brew Moon Restaurant & Microbrewery,9.26380801E8,3.0,3.0,BeerAdvocate,Light Lager,3.5,Brew Moon Moon Light,523.0
Brew Moon Restaurant & Microbrewery,9.30614401E8,4.0,4.5,Jason,California Common / Steam Beer,4.0,Brew Moon Tony's Steamin Lager,520.0
Brasserie Lefèbvre SA,9.28281601E8,4.0,3.5,BeerAdvocate,Witbier,4.0,Blanche De Bruxelles / Manneken Pis Belgian White,78.0
North East Brewing Company,9.26726401E8,4.0,3.0,BeerAdvocate,American Pale Lager,3.5,Allston Beer,413.0
North East Brewing Company,9.26726401E8,4.5,4.0,BeerAdvocate,American Barleywine,4.5,Nail in the Brain Barley Wine,416.0
North East Brewing Company,9.26726401E8,4.0,4.0,BeerAdvocate,Lambic - Fruit,4.5,Cherry 2000,415.0
North East Brewing Company,9.26726401E8,4.5,4.0,BeerAdvocate,Maibock / Helles Bock,4.5,Springfest Maibock,414.0
Castle Springs Brewing Company,9.16272001E8,4.5,4.0,Jason,Munich Helles Lager,4.5,Lucknow Munich-Style Lager,162.0
Castle Springs Brewing Company,9.22060801E8,4.5,4.0,Jason,American Porter,4.0,Lucknow Porter,163.0
Castle Springs Brewing Company,9.18777601E8,4.5,4.5,Jason,American IPA,4.5,Lucknow IPA,164.0
