brewery_name,review_time,review_overall,review_aroma,review_profilename,beer_style,review_taste,beer_name,beer_beerid
Cooperstown Brewing Company,1.190463451E9,4.0,4.0,RocPorterFanatic,English Porter,4.5,Benchwarmer Porter,176.0
Cooperstown Brewing Company,1.189474555E9,2.5,2.0,kmpitz2,English Porter,3.0,Benchwarmer Porter,176.0
Cooperstown Brewing Company,1.189129845E9,4.5,4.0,guinness33,English Porter,4.0,Benchwarmer Porter,176.0
Cooperstown Brewing Company,1.189517193E9,4.0,4.0,BuckeyeNation,English Strong Ale,4.0,Pride Of Milford Special Ale,1791.0
Cooperstown Brewing Company,1.189046934E9,4.0,3.5,guinness33,English Strong Ale,4.0,Pride Of Milford Special Ale,1791.0
Cornelius Pass Roadhouse & Imbrie Hall (McMenamins),1.190525435E9,5.0,5.0,ccrida,American IPA,5.0,Oak Aged Los Diablos Del Paso,38766.0
The Vermont Pub & Brewery,1.189176802E9,4.0,4.0,scarletfire79,Fruit / Vegetable Beer,4.0,Forbidden Fruit,2740.0
The Vermont Pub & Brewery,1.189176591E9,3.0,3.0,scarletfire79,American Pale Ale (APA),1.5,Grand Slam Baseball Beer,12929.0
The Vermont Pub & Brewery,1.188834081E9,4.0,3.5,sraimondi,Extra Special / Strong Bitter (ESB),3.0,Dogbite Bitter,2717.0
The Vermont Pub & Brewery,1.189176242E9,3.5,4.0,scarletfire79,Hefeweizen,3.5,Beetlejuice Hefeweizen,12928.0
Rinkuškiai Alaus Darykloje,1.188775175E9,4.0,3.5,Thanby,Euro Strong Lager,3.5,aibo,25884.0
Cambridge Brewing Company,1.1909221E9,4.0,4.0,mgeagles,Hefeweizen,4.0,Hefeweizen,507.0
Cambridge Brewing Company,1.191075255E9,4.5,4.0,YonderWanderer,Pumpkin Ale,4.5,Great Pumpkin Ale,6523.0
Cambridge Brewing Company,1.190942502E9,5.0,4.0,PEBKAC,Pumpkin Ale,4.5,Great Pumpkin Ale,6523.0
Cambridge Brewing Company,1.189906054E9,3.5,4.0,kaelingirl,Scottish Gruit / Ancient Herbed Ale,4.0,"""The Wind Cried Mari..."" Scottish Heather Ale",5756.0
Cambridge Brewing Company,1.189907304E9,3.5,4.0,kaelingirl,Belgian Pale Ale,4.0,Golden Ring Abbey Ale,8424.0
Cambridge Brewing Company,1.189430272E9,4.0,3.5,YonderWanderer,Belgian Pale Ale,4.0,Golden Ring Abbey Ale,8424.0
Cambridge Brewing Company,1.189430927E9,4.0,3.5,YonderWanderer,American Pale Ale (APA),4.0,Tall Tale Pale Ale,513.0
Founders Brewing Company,1.190382798E9,4.0,4.5,drseamus,American Double / Imperial IPA,4.0,Founders Devil Dancer,17538.0
Founders Brewing Company,1.189139777E9,4.5,4.5,BlindPig,American Double / Imperial IPA,4.5,Founders Devil Dancer,17538.0
Founders Brewing Company,1.188603227E9,3.5,4.0,Riggsy,American Double / Imperial IPA,4.5,Founders Devil Dancer,17538.0
Founders Brewing Company,1.190788645E9,5.0,4.5,zdk9,Russian Imperial Stout,4.5,Founders Imperial Stout,21822.0
Founders Brewing Company,1.189649308E9,4.0,4.0,guzzle211,Russian Imperial Stout,4.5,Founders Imperial Stout,21822.0
Founders Brewing Company,1.188954985E9,4.0,4.0,emerge077,Russian Imperial Stout,4.5,Founders Imperial Stout,21822.0
Founders Brewing Company,1.191087175E9,4.0,4.0,NJpadreFan,American Double / Imperial Stout,4.0,Founders Breakfast Stout,11757.0
Founders Brewing Company,1.191008401E9,4.5,5.0,franksnbeans,American Double / Imperial Stout,4.5,Founders Breakfast Stout,11757.0
Founders Brewing Company,1.190530004E9,4.5,5.0,wcudwight,American Double / Imperial Stout,5.0,Founders Breakfast Stout,11757.0
Founders Brewing Company,1.189467975E9,5.0,5.0,stewdawg,American Double / Imperial Stout,5.0,Founders Breakfast Stout,11757.0
Founders Brewing Company,1.188602387E9,4.5,4.0,jmalex,American Double / Imperial Stout,4.5,Founders Breakfast Stout,11757.0
Founders Brewing Company,1.190776173E9,4.5,4.0,genog,Belgian Strong Pale Ale,4.0,Founders Blushing Monk,25852.0
Founders Brewing Company,1.190607054E9,5.0,4.5,franksnbeans,Belgian Strong Pale Ale,4.5,Founders Blushing Monk,25852.0
Founders Brewing Company,1.190152066E9,1.5,4.0,DaPeculierDane,Belgian Strong Pale Ale,2.5,Founders Blushing Monk,25852.0
Founders Brewing Company,1.190066669E9,5.0,4.5,Sudsdog,Belgian Strong Pale Ale,5.0,Founders Blushing Monk,25852.0
Founders Brewing Company,1.189720109E9,3.5,4.5,BlindPig,Belgian Strong Pale Ale,4.0,Founders Blushing Monk,25852.0
Founders Brewing Company,1.189635728E9,4.0,4.5,oberon,Belgian Strong Pale Ale,4.5,Founders Blushing Monk,25852.0
Founders Brewing Company,1.189521353E9,4.0,4.5,weeare138,Belgian Strong Pale Ale,4.0,Founders Blushing Monk,25852.0
Founders Brewing Company,1.188947862E9,4.0,4.0,jpm30,Belgian Strong Pale Ale,4.5,Founders Blushing Monk,25852.0
Founders Brewing Company,1.188773043E9,4.0,4.0,merlin48,Belgian Strong Pale Ale,4.0,Founders Blushing Monk,25852.0
Founders Brewing Company,1.191165764E9,4.0,3.5,Taelec,Scotch Ale / Wee Heavy,4.0,Founders Dirty Bastard,7463.0
Founders Brewing Company,1.191111042E9,3.5,3.0,NJpadreFan,Scotch Ale / Wee Heavy,3.5,Founders Dirty Bastard,7463.0
Founders Brewing Company,1.190602186E9,4.0,3.5,bort11,Scotch Ale / Wee Heavy,4.0,Founders Dirty Bastard,7463.0
Founders Brewing Company,1.190084938E9,3.5,4.0,botham,Scotch Ale / Wee Heavy,4.0,Founders Dirty Bastard,7463.0
Founders Brewing Company,1.189989948E9,4.0,4.5,JamesS,Scotch Ale / Wee Heavy,3.5,Founders Dirty Bastard,7463.0
Founders Brewing Company,1.189908474E9,3.5,4.0,bluemoonswoon,Scotch Ale / Wee Heavy,4.0,Founders Dirty Bastard,7463.0
Founders Brewing Company,1.188864406E9,4.0,4.5,Atlas1,Scotch Ale / Wee Heavy,4.5,Founders Dirty Bastard,7463.0
Founders Brewing Company,1.188606073E9,3.5,4.0,Slatetank,Scotch Ale / Wee Heavy,4.5,Founders Dirty Bastard,7463.0
Founders Brewing Company,1.191104644E9,4.0,4.0,Viggo,Fruit / Vegetable Beer,4.0,Founders Rübæus,23474.0
Founders Brewing Company,1.191026383E9,3.5,3.5,buckeyesox,Fruit / Vegetable Beer,4.0,Founders Rübæus,23474.0
Founders Brewing Company,1.190853069E9,4.5,3.5,seaoflament,Fruit / Vegetable Beer,3.5,Founders Rübæus,23474.0
Founders Brewing Company,1.190590588E9,3.5,4.5,umfskibum,Fruit / Vegetable Beer,3.5,Founders Rübæus,23474.0
Founders Brewing Company,1.190579958E9,2.5,3.0,pmcadamis,Fruit / Vegetable Beer,3.0,Founders Rübæus,23474.0
Founders Brewing Company,1.189106146E9,3.5,4.5,chimney,Fruit / Vegetable Beer,4.0,Founders Rübæus,23474.0
Founders Brewing Company,1.189048664E9,4.5,4.5,BlindPig,Fruit / Vegetable Beer,4.5,Founders Rübæus,23474.0
Founders Brewing Company,1.188868652E9,4.5,4.0,WesWes,Fruit / Vegetable Beer,4.5,Founders Rübæus,23474.0
Founders Brewing Company,1.191016752E9,4.5,5.0,NJpadreFan,Rye Beer,5.0,Founders Red's Rye PA,16074.0
Founders Brewing Company,1.190226092E9,5.0,4.0,soupyman10,Rye Beer,4.5,Founders Red's Rye PA,16074.0
Founders Brewing Company,1.189601992E9,4.0,4.0,barleywinebrewer,Rye Beer,4.0,Founders Red's Rye PA,16074.0
Founders Brewing Company,1.189397632E9,4.0,4.5,PittBeerGirl,Rye Beer,3.5,Founders Red's Rye PA,16074.0
Founders Brewing Company,1.188691203E9,4.0,3.5,shertz,Rye Beer,4.5,Founders Red's Rye PA,16074.0
Founders Brewing Company,1.188620259E9,4.0,4.5,wagenvolks,Rye Beer,4.0,Founders Red's Rye PA,16074.0
Founders Brewing Company,1.19086115E9,4.0,4.0,wagenvolks,Rye Beer,4.0,Founders Black Rye,16115.0
Founders Brewing Company,1.190225932E9,4.0,4.0,soupyman10,Rye Beer,4.0,Founders Black Rye,16115.0
Founders Brewing Company,1.189731204E9,4.0,4.0,Enola,Rye Beer,4.0,Founders Black Rye,16115.0
Founders Brewing Company,1.189376961E9,4.5,4.0,TurdFurgison,Rye Beer,4.5,Founders Black Rye,16115.0
Founders Brewing Company,1.189097619E9,3.5,4.0,todd1,Rye Beer,4.0,Founders Black Rye,16115.0
Founders Brewing Company,1.190661514E9,4.0,3.5,Atlas1,American Pale Ale (APA),3.5,Founders Pale Ale,4073.0
Founders Brewing Company,1.1903221E9,4.5,4.5,WesWes,American Pale Ale (APA),4.0,Founders Pale Ale,4073.0
Founders Brewing Company,1.190005484E9,3.5,3.5,soupyman10,American Pale Ale (APA),4.0,Founders Pale Ale,4073.0
Founders Brewing Company,1.188959483E9,4.0,3.0,iconoklaztor,American Pale Ale (APA),4.0,Founders Pale Ale,4073.0
Founders Brewing Company,1.189520573E9,3.5,4.0,weeare138,Quadrupel (Quad),3.5,Founders Bad Habit Belgian Quad,16073.0
Founders Brewing Company,1.188608282E9,4.0,4.5,MrBen,Quadrupel (Quad),4.5,Founders Bad Habit Belgian Quad,16073.0
Founders Brewing Company,1.189877615E9,3.0,3.0,treehugger02010,American IPA,3.5,Founders Centennial IPA,5441.0
Founders Brewing Company,1.191106734E9,2.5,3.0,fartingdog,American Barleywine,3.5,Founders Deca 10th Anniversary,37403.0
Founders Brewing Company,1.189989287E9,3.5,4.0,oberon,American Barleywine,4.5,Founders Deca 10th Anniversary,37403.0
Founders Brewing Company,1.189437443E9,3.5,4.5,ultralarry2006,American Barleywine,4.0,Founders Deca 10th Anniversary,37403.0
Founders Brewing Company,1.189424954E9,4.0,4.5,hammer09,American Barleywine,4.5,Founders Deca 10th Anniversary,37403.0
Founders Brewing Company,1.191035199E9,4.0,4.0,genog,American IPA,4.0,Founders Centennial IPA,5441.0
Founders Brewing Company,1.190495645E9,4.0,4.0,bigdeuce,American IPA,4.0,Founders Centennial IPA,5441.0
Founders Brewing Company,1.189461364E9,4.5,4.0,Atlas1,American IPA,4.5,Founders Centennial IPA,5441.0
Founders Brewing Company,1.189005042E9,4.5,4.5,Slatetank,American IPA,4.0,Founders Centennial IPA,5441.0
Founders Brewing Company,1.188874903E9,4.0,4.5,DarkerTheBetter,American IPA,4.0,Founders Centennial IPA,5441.0
Founders Brewing Company,1.188680073E9,4.5,4.0,jdoncbus,American IPA,4.5,Founders Centennial IPA,5441.0
Founders Brewing Company,1.188623511E9,4.5,4.0,atsprings,American IPA,4.5,Founders Centennial IPA,5441.0
Founders Brewing Company,1.188608414E9,4.0,4.0,akorsak,American IPA,4.5,Founders Centennial IPA,5441.0
Founders Brewing Company,1.188746642E9,4.5,4.0,BuckeyeNation,Old Ale,4.5,Founders Curmudgeon (Old Ale),24905.0
Founders Brewing Company,1.19067105E9,5.0,4.0,Oxymoron,American Double / Imperial Stout,4.5,Founders KBS (Kentucky Breakfast Stout),19960.0
Founders Brewing Company,1.190612186E9,3.5,3.5,wcudwight,American Double / Imperial Stout,4.0,Founders KBS (Kentucky Breakfast Stout),19960.0
Founders Brewing Company,1.19023147E9,4.5,5.0,iconoklaztor,American Double / Imperial Stout,5.0,Founders KBS (Kentucky Breakfast Stout),19960.0
Founders Brewing Company,1.190083333E9,4.5,4.0,DrJay,American Double / Imperial Stout,4.5,Founders KBS (Kentucky Breakfast Stout),19960.0
Founders Brewing Company,1.18956986E9,5.0,5.0,RoBotGod,American Double / Imperial Stout,5.0,Founders KBS (Kentucky Breakfast Stout),19960.0
Founders Brewing Company,1.189390307E9,3.5,4.0,BlindPig,American Double / Imperial Stout,4.0,Founders KBS (Kentucky Breakfast Stout),19960.0
Founders Brewing Company,1.188868833E9,5.0,5.0,DarkerTheBetter,American Double / Imperial Stout,5.0,Founders KBS (Kentucky Breakfast Stout),19960.0
Founders Brewing Company,1.188835783E9,3.0,4.5,GRPunk,American Double / Imperial Stout,3.5,Founders KBS (Kentucky Breakfast Stout),19960.0
Founders Brewing Company,1.18877471E9,4.5,4.5,franksnbeans,American Double / Imperial Stout,5.0,Founders KBS (Kentucky Breakfast Stout),19960.0
Founders Brewing Company,1.190508309E9,4.0,4.0,akorsak,American Porter,4.0,Founders Porter,7348.0
George Bateman and Son Ltd. / Batemans Brewery,1.189945431E9,4.0,4.0,bark,English Pale Mild Ale,4.0,Batemans Summer Swallow,12754.0
