brewery_name,review_time,review_overall,review_aroma,review_profilename,beer_style,review_taste,beer_name,beer_beerid
Amstel Brouwerij B. V.,1.018886101E9,3.5,2.0,KingSpank,Euro Pale Lager,3.5,Amstel Lager,1414.0
Amstel Brouwerij B. V.,1.018594037E9,2.0,2.0,rastaman,Euro Pale Lager,1.5,Amstel Lager,1414.0
Harboes Bryggeri A/S,1.022229539E9,3.0,2.0,ADR,Euro Pale Lager,2.0,Harboe Bjørnebryg (Bear Beer),3825.0
Broad Ripple Brew Pub,1.035444416E9,4.0,3.5,zerk,American IPA,3.5,I.P.A.,6825.0
Broad Ripple Brew Pub,1.036908893E9,4.5,3.5,Viking,Extra Special / Strong Bitter (ESB),4.5,E.S.B.,6824.0
Broad Ripple Brew Pub,1.035443883E9,4.5,4.0,zerk,Extra Special / Strong Bitter (ESB),5.0,E.S.B.,6824.0
Moon River Brewing Company,1.025549101E9,4.5,3.5,tigerpaws,American Porter,4.0,The Captain's Porter,2780.0
Moon River Brewing Company,1.01378495E9,4.5,4.0,Jason,American Porter,4.0,The Captain's Porter,2780.0
Moon River Brewing Company,1.025684625E9,4.0,3.5,psugrad98,Hefeweizen,4.0,Hefe-Weizen,2776.0
Moon River Brewing Company,1.025548498E9,4.0,3.0,tigerpaws,Hefeweizen,4.0,Hefe-Weizen,2776.0
Moon River Brewing Company,1.013712158E9,4.5,4.5,Jason,Hefeweizen,4.5,Hefe-Weizen,2776.0
Moon River Brewing Company,1.025548346E9,3.0,3.0,tigerpaws,Kölsch,3.5,Claire De Lune,2726.0
Moon River Brewing Company,1.025548893E9,4.0,4.0,tigerpaws,American IPA,4.5,Swamp Fox IPA,2725.0
Moon River Brewing Company,1.013377051E9,3.5,3.5,Jason,American IPA,3.5,Swamp Fox IPA,2725.0
4th Street Brewing Company,1.038837186E9,4.0,3.0,bditty187,American Pale Ale (APA),3.5,SueBee Honey Ale,7382.0
Formosa Brewing Co.,1.031134683E9,1.5,2.5,MississaugaMatt,American Amber / Red Lager,1.5,Honey Brown Lager,5843.0
Formosa Brewing Co.,1.031638788E9,3.5,3.5,proc,Black & Tan,4.0,Black & Tan,1222.0
Crescent City Brewhouse,1.020956777E9,4.5,4.5,mophie,Hefeweizen,4.5,Weiss Beer,3644.0
Jennings Brothers PLC,1.039078829E9,4.0,3.5,frank4sail,English Pale Ale,4.0,Cocker Hoop,7425.0
No-Li Brewhouse,1.038693312E9,4.0,3.5,Zraly,English Bitter,3.5,Crystal Bitter Ale,7360.0
Catawba Valley Brewing Company,1.032516877E9,3.0,2.0,aracauna,American Stout,2.0,Honest Injun Stout,6150.0
Accra Brewery Limited,1.028200628E9,2.5,1.0,EagleTalon,American Adjunct Lager,2.0,Club Premium Lager,5181.0
Cooperstown Brewing Company,1.014331041E9,3.5,3.5,jdhilt,English Stout,4.0,Strike Out Stout,178.0
Brasserie La Binchoise (Malterie des Remparts),1.041006022E9,4.0,4.5,Gusler,Belgian Strong Dark Ale,4.0,La Binchoise Brune Tradition,7694.0
Brasserie La Binchoise (Malterie des Remparts),1.041003808E9,3.5,3.5,Gusler,Belgian Pale Ale,4.0,La Binchoise Blonde Tradition,7693.0
Harmon Restaurant & Brewery,1.024295934E9,4.5,4.0,jreitman,Rye Beer,4.5,White River Rye,4421.0
Harmon Restaurant & Brewery,1.034707174E9,4.0,2.5,nathi,American Double / Imperial IPA,4.5,Rajah's Royal IPA,4374.0
The Seven Barrel Brewery,1.036940108E9,4.0,3.0,Bierman9,American Amber / Red Ale,4.0,Red  7,7046.0
The Seven Barrel Brewery,1.036940513E9,4.0,3.5,Bierman9,American IPA,4.0,Champion Reserve IPA,7047.0
The Seven Barrel Brewery,1.027189197E9,4.0,4.5,beernut7,American IPA,4.0,Champion Reserve IPA,7047.0
The Seven Barrel Brewery,1.022743773E9,4.5,5.0,Longstaff,American IPA,4.0,Champion Reserve IPA,7047.0
Trafalgar Ales & Meads,1.013870851E9,5.0,5.0,MississaugaMatt,Belgian Dark Ale,5.0,Trafalgar Abbey Belgian Spice Ale,2784.0
Bluegrass Brewing Co. - East St. Matthew's,1.040389138E9,4.0,4.0,Gusler,Belgian Dark Ale,4.5,Hell For Certain,3365.0
Bluegrass Brewing Co. - East St. Matthew's,1.030031041E9,4.5,4.5,Viking,Belgian Dark Ale,4.5,Hell For Certain,3365.0
Bluegrass Brewing Co. - East St. Matthew's,1.019767501E9,4.0,4.0,Brent,Belgian Dark Ale,4.0,Hell For Certain,3365.0
Bluegrass Brewing Co. - East St. Matthew's,1.038383599E9,4.5,4.0,Dogbrick,American Pale Ale (APA),4.0,American Pale Ale,1122.0
Bluegrass Brewing Co. - East St. Matthew's,1.037832913E9,4.0,4.5,PhantomVodoo,American Pale Ale (APA),4.0,American Pale Ale,1122.0
Bluegrass Brewing Co. - East St. Matthew's,1.034264854E9,2.5,4.5,zerk,American Pale Ale (APA),2.5,American Pale Ale,1122.0
Bluegrass Brewing Co. - East St. Matthew's,1.038383889E9,4.5,4.0,Dogbrick,American Barleywine,4.0,Bearded Pat's Barleywine,3003.0
Bluegrass Brewing Co. - East St. Matthew's,1.038243927E9,4.0,4.5,Gusler,American Barleywine,4.0,Bearded Pat's Barleywine,3003.0
Bluegrass Brewing Co. - East St. Matthew's,1.01570705E9,3.5,3.5,Viking,American Barleywine,4.0,Bearded Pat's Barleywine,3003.0
Bluegrass Brewing Co. - East St. Matthew's,1.031854001E9,4.0,3.5,Viking,Braggot,4.0,Luna De Miel: Raspberry Meade,5972.0
Bluegrass Brewing Co. - East St. Matthew's,1.040050471E9,4.5,4.0,Lupe,English Porter,4.0,Dark Star Porter,1123.0
Bluegrass Brewing Co. - East St. Matthew's,1.03953301E9,4.0,4.5,zerk,English Porter,4.0,Dark Star Porter,1123.0
Bluegrass Brewing Co. - East St. Matthew's,1.038383662E9,4.0,3.0,Dogbrick,English Porter,4.0,Dark Star Porter,1123.0
Bluegrass Brewing Co. - East St. Matthew's,1.038383839E9,3.0,3.0,Dogbrick,English Brown Ale,3.0,Nut Brown Ale,7324.0
Bluegrass Brewing Co. - East St. Matthew's,1.038383711E9,3.5,3.0,Dogbrick,Altbier,3.0,Altbier,1121.0
Pike Pub & Brewery,1.040685806E9,2.5,3.0,aracauna,American Stout,3.5,Pike Street XXXXX Stout,966.0
Pike Pub & Brewery,1.03532027E9,4.5,4.5,cokes,American Stout,4.5,Pike Street XXXXX Stout,966.0
Pike Pub & Brewery,1.033858619E9,4.0,4.0,jreitman,American Stout,4.5,Pike Street XXXXX Stout,966.0
Pike Pub & Brewery,1.032619504E9,4.5,4.0,mattmaples,American Stout,5.0,Pike Street XXXXX Stout,966.0
Pike Pub & Brewery,1.018426149E9,4.0,3.5,jreitman,American Barleywine,4.5,Pike Old Bawdy Barley Wine,963.0
Pike Pub & Brewery,1.027762548E9,5.0,4.0,jreitman,English Brown Ale,4.0,Pike Old 89 Nitro Brown,5083.0
Pike Pub & Brewery,1.037657568E9,4.5,4.0,sinistersteve,American Pale Ale (APA),4.5,Pike Pale Ale,959.0
Pike Pub & Brewery,1.019730133E9,4.0,4.0,proc,American Pale Ale (APA),4.0,Pike Pale Ale,959.0
Pike Pub & Brewery,1.036013817E9,4.5,4.5,cokes,Scotch Ale / Wee Heavy,4.5,Pike Kilt Lifter Scotch Style Ale,962.0
Pike Pub & Brewery,1.027761521E9,4.5,4.5,jreitman,Scotch Ale / Wee Heavy,4.0,Pike Kilt Lifter Scotch Style Ale,962.0
Pike Pub & Brewery,1.038073554E9,4.0,3.5,sinistersteve,American IPA,4.0,Pike India Pale Ale,960.0
Buckhead Brewery and Grill,1.024848402E9,3.5,3.5,aracauna,American Stout,4.0,Black Diamond Stout,4636.0
Buckhead Brewery and Grill,1.024849167E9,4.5,3.5,aracauna,Witbier,4.0,Blanche De Buckhead,4639.0
Buckhead Brewery and Grill,1.024847767E9,4.0,2.5,aracauna,American Pale Ale (APA),3.5,Buck Light,4141.0
Buckhead Brewery and Grill,1.025022526E9,4.0,4.5,tigerpaws,American Pale Ale (APA),4.5,Duckblind Pale Ale,4638.0
Buckhead Brewery and Grill,1.024848892E9,3.5,3.5,aracauna,American Pale Ale (APA),3.5,Duckblind Pale Ale,4638.0
Buckhead Brewery and Grill,1.024848723E9,3.5,3.0,aracauna,American Pale Wheat Ale,3.0,Chasing Tail Ale,4637.0
The Ship Inn,1.022178122E9,2.0,3.0,loukennel,English Brown Ale,2.5,Pheasant Plucker,3814.0
Fernandes Brewery Tap,1.033308627E9,4.0,3.5,TheLongBeachBum,English Pale Ale,4.0,Ale To The Tsar,6331.0
Fernandes Brewery Tap,1.033309146E9,3.0,3.5,TheLongBeachBum,American Strong Ale,4.5,Double Six,6332.0
Fernandes Brewery Tap,1.033683921E9,3.0,5.0,TheLongBeachBum,Herbed / Spiced Beer,4.5,Old Spice,6417.0
Fernandes Brewery Tap,1.033599592E9,4.0,4.5,TheLongBeachBum,English India Pale Ale (IPA),4.5,Empress Of India,6400.0
Fernandes Brewery Tap,1.033308337E9,4.5,3.5,TheLongBeachBum,English Dark Mild Ale,4.5,Malt Shovel Mild,6330.0
Fernandes Brewery Tap,1.033307819E9,4.5,4.0,TheLongBeachBum,English Bitter,4.0,Shakespeare Special Bitter,6329.0
Fernandes Brewery Tap,1.033590727E9,4.5,4.5,TheLongBeachBum,English Pale Ale,4.5,Wakefield Pride,6397.0
The Ship Inn,1.02217982E9,3.5,4.0,loukennel,Irish Dry Stout,4.0,Irish Stout,3817.0
The Ship Inn,1.02217929E9,1.5,3.0,loukennel,Extra Special / Strong Bitter (ESB),2.0,Extra Special Bitter,3816.0
The Ship Inn,1.022178677E9,3.0,3.5,loukennel,American IPA,3.5,Paddle Wheel (IPA),3815.0
The Ship Inn,1.022177519E9,2.5,3.5,loukennel,English Bitter,2.5,Best Bitter,3813.0
The Ship Inn,1.022176904E9,4.5,4.5,loukennel,American Pale Wheat Ale,4.5,Golden Wheat Light,3812.0
Cooperstown Brewing Company,1.02008928E9,4.5,4.5,sponberg,American Pale Ale (APA),4.0,Old Slugger,1598.0
Cooperstown Brewing Company,1.018670632E9,4.0,3.5,Jason,American Pale Ale (APA),4.0,Old Slugger,1598.0
Cooperstown Brewing Company,1.041323246E9,4.0,4.0,Gusler,American Pale Ale (APA),4.0,Old Slugger,1598.0
Cooperstown Brewing Company,1.029598164E9,4.0,4.0,Thrasher,American Pale Ale (APA),4.0,Old Slugger,1598.0
Cooperstown Brewing Company,1.033273951E9,4.5,3.5,NeroFiddled,English Stout,4.0,Strike Out Stout,178.0
Cooperstown Brewing Company,1.032772721E9,4.0,4.0,Murph,English Stout,4.0,Strike Out Stout,178.0
Cooperstown Brewing Company,1.018003612E9,4.5,3.5,Jason,English Stout,4.5,Strike Out Stout,178.0
Cooperstown Brewing Company,1.017534845E9,4.0,3.5,sponberg,English Stout,4.5,Strike Out Stout,178.0
Cooperstown Brewing Company,1.041325833E9,4.0,4.0,Gusler,English Stout,4.0,Strike Out Stout,178.0
Cooperstown Brewing Company,1.039035934E9,1.0,2.0,Bighuge,English Stout,1.0,Strike Out Stout,178.0
Cooperstown Brewing Company,1.033542767E9,4.0,3.5,pbrian,English Stout,3.5,Strike Out Stout,178.0
Cooperstown Brewing Company,1.041322864E9,4.0,4.0,Gusler,English India Pale Ale (IPA),4.0,Back Yard India Pale Ale,1599.0
Cooperstown Brewing Company,1.039553332E9,1.5,3.0,Bighuge,English India Pale Ale (IPA),1.5,Back Yard India Pale Ale,1599.0
Cooperstown Brewing Company,1.030749832E9,3.0,4.0,SeanLassiter,English India Pale Ale (IPA),4.0,Back Yard India Pale Ale,1599.0
Cooperstown Brewing Company,1.023114372E9,4.0,3.5,Longstaff,English India Pale Ale (IPA),4.0,Back Yard India Pale Ale,1599.0
Cooperstown Brewing Company,1.041321428E9,4.0,4.5,Gusler,English Porter,4.5,Benchwarmer Porter,176.0
Cooperstown Brewing Company,1.038950009E9,4.0,4.0,Bighuge,English Porter,3.5,Benchwarmer Porter,176.0
Cooperstown Brewing Company,1.034539435E9,4.5,3.5,NeroFiddled,English Porter,4.0,Benchwarmer Porter,176.0
Cooperstown Brewing Company,1.033294371E9,4.5,4.0,Murph,English Porter,4.0,Benchwarmer Porter,176.0
Cooperstown Brewing Company,1.032502727E9,4.0,3.5,pbrian,English Porter,4.5,Benchwarmer Porter,176.0
Cooperstown Brewing Company,1.018670449E9,4.5,4.0,Jason,English Porter,4.0,Benchwarmer Porter,176.0
Cooperstown Brewing Company,1.014237711E9,3.0,3.0,jdhilt,English Porter,4.0,Benchwarmer Porter,176.0
Cooperstown Brewing Company,1.039034561E9,4.5,4.0,Bighuge,English Strong Ale,4.5,Pride Of Milford Special Ale,1791.0
Cooperstown Brewing Company,1.020088421E9,4.0,4.0,sponberg,English Strong Ale,4.0,Pride Of Milford Special Ale,1791.0
Cooperstown Brewing Company,1.029765131E9,2.5,3.0,Thrasher,American Blonde Ale,3.0,Nine Man Ale Golden Ale,175.0
Cooperstown Brewing Company,1.022009779E9,4.5,3.5,sponberg,American Blonde Ale,3.5,Nine Man Ale Golden Ale,175.0
Cooperstown Brewing Company,1.018670522E9,3.5,4.0,Jason,American Blonde Ale,3.5,Nine Man Ale Golden Ale,175.0
Swan Brewery,1.023162069E9,2.0,1.5,rastaman,American Adjunct Lager,1.5,EMU Bitter,1535.0
Swan Brewery,1.029431936E9,1.5,2.0,rastaman,Dortmunder / Export Lager,2.0,EMU Export,1539.0
Swan Brewery,1.02943209E9,3.0,2.0,rastaman,American Adjunct Lager,2.0,Swan Draught,1536.0
The Vermont Pub & Brewery,1.013372649E9,3.0,2.5,Todd,Tripel,2.5,Curacau Trippel X,2739.0
The Vermont Pub & Brewery,1.027188511E9,4.0,4.0,beernut7,Fruit / Vegetable Beer,4.0,Forbidden Fruit,2740.0
The Vermont Pub & Brewery,1.013373048E9,4.0,4.0,Todd,Fruit / Vegetable Beer,3.5,Forbidden Fruit,2740.0
The Vermont Pub & Brewery,1.013080144E9,4.0,4.0,John,Extra Special / Strong Bitter (ESB),4.0,Dogbite Bitter,2717.0
The Vermont Pub & Brewery,1.021318092E9,5.0,5.0,Andy,Scotch Ale / Wee Heavy,5.0,'99 Wee Heavy Scotch Ale,3676.0
The Vermont Pub & Brewery,1.02131832E9,4.0,4.0,Andy,American IPA,4.0,Bombay Grab IPA,2719.0
The Vermont Pub & Brewery,1.013372028E9,3.5,4.0,Todd,American IPA,3.5,Bombay Grab IPA,2719.0
The Vermont Pub & Brewery,1.013079944E9,4.0,3.0,John,American IPA,3.5,Bombay Grab IPA,2719.0
The Vermont Pub & Brewery,1.021318195E9,4.0,4.5,Andy,American Porter,4.5,Vermont Smoked Porter,2718.0
The Vermont Pub & Brewery,1.013412527E9,4.5,4.0,Todd,American Porter,4.5,Vermont Smoked Porter,2718.0
The Vermont Pub & Brewery,1.013080389E9,2.0,2.0,John,American Porter,2.0,Vermont Smoked Porter,2718.0
The Vermont Pub & Brewery,1.013372352E9,2.5,3.0,Todd,Irish Dry Stout,2.0,Handsome Mick's Irish Stout,2738.0
"Hijos De Rivera, S.A.",1.041150386E9,2.0,2.0,Gusler,American Adjunct Lager,2.0,Estrella Galicia,5481.0
"Hijos De Rivera, S.A.",1.029401404E9,4.0,2.5,jackndan,American Adjunct Lager,3.0,Estrella Galicia,5481.0
Roffey  Brewing Company,1.025674756E9,3.5,4.0,proc,American Pale Ale (APA),4.0,Roffey's Forecaster Pale Ale,3775.0
Cambridge Brewing Company,1.013972565E9,4.5,4.0,Jason,Dubbel,4.0,Abbey Normal,2788.0
Cambridge Brewing Company,1.013943158E9,4.0,4.0,Todd,Dubbel,4.0,Abbey Normal,2788.0
Cambridge Brewing Company,1.013889684E9,4.0,4.0,Bierman9,Dubbel,4.0,Abbey Normal,2788.0
Cambridge Brewing Company,1.035143041E9,2.5,3.0,jdhilt,Kölsch,2.5,Regatta Golden,512.0
Cambridge Brewing Company,1.031408963E9,4.0,4.0,StevieW,Kölsch,4.0,Regatta Golden,512.0
Cambridge Brewing Company,1.028467789E9,4.0,3.5,Jason,Kölsch,4.0,Regatta Golden,512.0
Cambridge Brewing Company,1.025447166E9,4.5,3.5,beernut7,Kölsch,3.5,Regatta Golden,512.0
Cambridge Brewing Company,1.02402974E9,4.0,4.0,Todd,Hefeweizen,4.0,Hefeweizen,507.0
Cambridge Brewing Company,1.035719084E9,4.5,4.0,Jason,Hefeweizen,4.5,Hefeweizen,507.0
Cambridge Brewing Company,1.025446315E9,5.0,4.5,beernut7,Hefeweizen,5.0,Hefeweizen,507.0
Cambridge Brewing Company,1.037962745E9,4.0,4.0,bewareOFpenguin,American Amber / Red Ale,4.0,Cambridge Amber,514.0
Cambridge Brewing Company,1.035131505E9,2.5,3.0,jdhilt,American Amber / Red Ale,2.5,Cambridge Amber,514.0
Cambridge Brewing Company,1.031409317E9,4.0,4.0,StevieW,American Amber / Red Ale,4.5,Cambridge Amber,514.0
Cambridge Brewing Company,1.025447713E9,4.5,4.0,beernut7,American Amber / Red Ale,4.5,Cambridge Amber,514.0
Cambridge Brewing Company,1.023946598E9,4.0,4.0,Jason,American Amber / Red Ale,4.0,Cambridge Amber,514.0
Cambridge Brewing Company,1.020313672E9,4.0,3.5,Bierman9,American Amber / Red Ale,4.0,Cambridge Amber,514.0
Cambridge Brewing Company,1.020524042E9,4.5,4.0,Jason,English Bitter,4.0,Bitchin Bitter,662.0
Cambridge Brewing Company,1.014656356E9,3.5,3.5,Bierman9,English Bitter,3.5,Bitchin Bitter,662.0
Cambridge Brewing Company,1.038207878E9,4.0,4.0,bewareOFpenguin,Pumpkin Ale,4.0,Great Pumpkin Ale,6523.0
Cambridge Brewing Company,1.035131042E9,4.0,4.0,jdhilt,Pumpkin Ale,4.0,Great Pumpkin Ale,6523.0
Cambridge Brewing Company,1.034153455E9,4.5,4.0,sponberg,Pumpkin Ale,5.0,Great Pumpkin Ale,6523.0
Cambridge Brewing Company,1.020288326E9,4.5,4.0,Jason,English Pale Mild Ale,4.0,Pale Mild,3537.0
Cambridge Brewing Company,1.031410157E9,4.0,4.0,StevieW,Irish Red Ale,4.5,Wolf's Irish Pub Draft,5256.0
Cambridge Brewing Company,1.028696891E9,4.0,4.0,Bierman9,Irish Red Ale,4.0,Wolf's Irish Pub Draft,5256.0
Cambridge Brewing Company,1.028467737E9,4.0,4.0,Jason,Irish Red Ale,3.5,Wolf's Irish Pub Draft,5256.0
Cambridge Brewing Company,1.025977081E9,4.0,4.0,Jason,English Bitter,4.0,Cambridge Best Bitter,4841.0
Cambridge Brewing Company,1.019730486E9,4.5,4.0,Jason,Saison / Farmhouse Ale,4.0,Saison du CBC,502.0
Cambridge Brewing Company,1.011533767E9,4.5,4.5,Bierman9,Tripel,4.5,Tripel Threat,2599.0
Cambridge Brewing Company,1.037962938E9,4.5,4.5,bewareOFpenguin,American Porter,4.5,Charles River Porter,515.0
Cambridge Brewing Company,1.037383733E9,3.0,3.5,doerickson,American Porter,3.0,Charles River Porter,515.0
Cambridge Brewing Company,1.035142191E9,2.0,3.0,jdhilt,American Porter,2.0,Charles River Porter,515.0
Cambridge Brewing Company,1.031409733E9,4.0,4.0,StevieW,American Porter,4.5,Charles River Porter,515.0
Cambridge Brewing Company,1.028697337E9,4.0,4.0,Bierman9,American Porter,4.0,Charles River Porter,515.0
Cambridge Brewing Company,1.025447948E9,4.0,4.0,beernut7,American Porter,4.0,Charles River Porter,515.0
Cambridge Brewing Company,1.023946943E9,4.5,4.0,Jason,American Porter,4.5,Charles River Porter,515.0
Cambridge Brewing Company,1.020288709E9,4.0,4.0,Jason,American Porter,4.5,Charles River Porter,515.0
Cambridge Brewing Company,1.033447515E9,4.5,4.0,Jason,American Pale Ale (APA),4.0,Endless Summer Pale Ale,6353.0
Cambridge Brewing Company,1.039677362E9,4.5,4.0,bewareOFpenguin,Scotch Ale / Wee Heavy,4.5,Bannatyne's Scotch Ale,454.0
Cambridge Brewing Company,1.019146283E9,4.0,4.0,Alewife,Scotch Ale / Wee Heavy,4.5,Bannatyne's Scotch Ale,454.0
Cambridge Brewing Company,1.016307375E9,4.5,3.5,Bierman9,Scotch Ale / Wee Heavy,4.5,Bannatyne's Scotch Ale,454.0
Cambridge Brewing Company,1.035497068E9,3.5,4.0,doerickson,Scottish Gruit / Ancient Herbed Ale,4.0,"""The Wind Cried Mari..."" Scottish Heather Ale",5756.0
Cambridge Brewing Company,1.031408085E9,4.5,4.5,StevieW,Scottish Gruit / Ancient Herbed Ale,5.0,"""The Wind Cried Mari..."" Scottish Heather Ale",5756.0
Cambridge Brewing Company,1.031250862E9,4.0,4.0,Todd,Scottish Gruit / Ancient Herbed Ale,4.5,"""The Wind Cried Mari..."" Scottish Heather Ale",5756.0
Cambridge Brewing Company,1.031087649E9,4.5,4.0,Jason,Scottish Gruit / Ancient Herbed Ale,4.0,"""The Wind Cried Mari..."" Scottish Heather Ale",5756.0
Cambridge Brewing Company,1.030727472E9,4.5,4.0,Jason,Scottish Gruit / Ancient Herbed Ale,4.5,"""The Wind Cried Mari..."" Scottish Heather Ale",5756.0
Cambridge Brewing Company,1.024030615E9,4.0,4.5,Todd,American Stout,4.5,Beantowne Espresso Stout,511.0
Cambridge Brewing Company,1.023947575E9,4.0,4.5,Jason,American Stout,4.5,Beantowne Espresso Stout,511.0
Cambridge Brewing Company,1.041149951E9,4.0,4.0,Bierman9,American IPA,4.0,Winter I.P.A.,7516.0
Cambridge Brewing Company,1.039676813E9,4.0,4.0,bewareOFpenguin,American IPA,4.0,Winter I.P.A.,7516.0
Cambridge Brewing Company,1.025446827E9,4.5,4.5,beernut7,Kölsch,4.5,Vienna Gold,4110.0
Cambridge Brewing Company,1.024160817E9,4.0,4.0,Bierman9,Kölsch,4.0,Vienna Gold,4110.0
Cambridge Brewing Company,1.024030286E9,4.0,4.0,Todd,Kölsch,4.5,Vienna Gold,4110.0
Cambridge Brewing Company,1.023947938E9,4.0,4.5,Jason,Kölsch,4.0,Vienna Gold,4110.0
Cambridge Brewing Company,1.02052419E9,4.5,4.0,Jason,Extra Special / Strong Bitter (ESB),4.5,Hopalong's ESB,506.0
Cambridge Brewing Company,1.033249935E9,5.0,4.5,sponberg,English Bitter,5.0,Best Bitter,6171.0
Cambridge Brewing Company,1.032715367E9,5.0,4.5,Jason,English Bitter,4.5,Best Bitter,6171.0
Cambridge Brewing Company,1.032681195E9,5.0,4.5,Todd,English Bitter,4.0,Best Bitter,6171.0
Cambridge Brewing Company,1.020568739E9,4.5,4.0,Jason,Scottish Ale,4.0,80 Schilling Scottish Ale,504.0
Cambridge Brewing Company,1.038902147E9,4.5,4.0,beernut7,Oatmeal Stout,4.0,Blackout Oatmeal Stout,638.0
Cambridge Brewing Company,1.035141551E9,2.5,3.5,jdhilt,Oatmeal Stout,2.5,Blackout Oatmeal Stout,638.0
Cambridge Brewing Company,1.033464471E9,5.0,4.0,Jason,Oatmeal Stout,4.5,Blackout Oatmeal Stout,638.0
Cambridge Brewing Company,1.023081296E9,4.0,4.0,Bierman9,American Pale Ale (APA),4.0,Tall Tale Pale Ale,513.0
Cambridge Brewing Company,1.037962497E9,3.0,3.0,bewareOFpenguin,American Pale Ale (APA),3.0,Tall Tale Pale Ale,513.0
Cambridge Brewing Company,1.037384093E9,3.0,4.0,doerickson,American Pale Ale (APA),2.5,Tall Tale Pale Ale,513.0
Cambridge Brewing Company,1.035141932E9,2.0,3.0,jdhilt,American Pale Ale (APA),2.0,Tall Tale Pale Ale,513.0
Cambridge Brewing Company,1.0314085E9,4.0,4.0,StevieW,American Pale Ale (APA),4.5,Tall Tale Pale Ale,513.0
Cambridge Brewing Company,1.026057588E9,4.5,4.0,BillyBrew,American Pale Ale (APA),4.5,Tall Tale Pale Ale,513.0
Cambridge Brewing Company,1.025447441E9,3.0,4.0,beernut7,American Pale Ale (APA),3.5,Tall Tale Pale Ale,513.0
Cambridge Brewing Company,1.023947208E9,4.0,4.0,Jason,American Pale Ale (APA),4.0,Tall Tale Pale Ale,513.0
