brewery_name,review_time,review_overall,review_aroma,review_profilename,beer_style,review_taste,beer_name,beer_beerid
"Clockwork Beer Co, The",1.114373736E9,3.5,3.0,foamer,Kölsch,3.5,Gosch,23327.0
Harboes Bryggeri A/S,1.112729265E9,2.0,2.0,bark,Low Alcohol Beer,2.0,Harboe Den Glada Danskens Lättöl,22808.0
Harboes Bryggeri A/S,1.114337696E9,2.0,2.5,GreenCard,Euro Strong Lager,2.5,"Netto ""24"" Fødselsdags-Bryg",23315.0
Harboes Bryggeri A/S,1.114339417E9,3.0,3.5,GreenCard,Euro Pale Lager,3.0,Harboe Classic 110,22615.0
Broad Ripple Brew Pub,1.104559525E9,5.0,5.0,RustyShackleford,Scotch Ale / Wee Heavy,4.5,Wee Alec Heavy,8284.0
Moon River Brewing Company,1.117562952E9,4.5,4.0,cokes,Rye Beer,4.0,Mai-Rye-Bock,24016.0
Moon River Brewing Company,1.117563304E9,4.5,4.0,cokes,American IPA,4.0,Swamp Fox IPA,2725.0
Isle Of Skye Brewery,1.116528357E9,3.0,4.5,Realale,Scotch Ale / Wee Heavy,3.5,Wee Beast (Cuillin Beast),17010.0
Isle Of Skye Brewery,1.115695204E9,4.0,4.0,Gagnonsux,Scotch Ale / Wee Heavy,3.5,Wee Beast (Cuillin Beast),17010.0
Isle Of Skye Brewery,1.111891949E9,4.0,4.0,WesWes,Scotch Ale / Wee Heavy,3.5,Wee Beast (Cuillin Beast),17010.0
Isle Of Skye Brewery,1.107331557E9,4.0,4.0,bark,Scotch Ale / Wee Heavy,4.0,Wee Beast (Cuillin Beast),17010.0
Isle Of Skye Brewery,1.106437834E9,4.0,3.0,shapudding,Scotch Ale / Wee Heavy,3.5,Wee Beast (Cuillin Beast),17010.0
Isle Of Skye Brewery,1.105302942E9,4.0,4.0,BeerBuilder,Scotch Ale / Wee Heavy,3.5,Wee Beast (Cuillin Beast),17010.0
Isle Of Skye Brewery,1.105154292E9,3.5,3.5,lackenhauser,Scotch Ale / Wee Heavy,3.0,Wee Beast (Cuillin Beast),17010.0
Isle Of Skye Brewery,1.116279966E9,4.5,4.0,richdebs,English Pale Ale,4.5,Red Cuillin,11456.0
Isle Of Skye Brewery,1.107274391E9,4.0,3.0,bark,English Pale Ale,3.5,Red Cuillin,11456.0
Isle Of Skye Brewery,1.109904906E9,4.5,4.5,bvillejohns,Scottish Ale,4.0,Black Cuillin,1557.0
Micro-Brasserie Brouemont,1.112747145E9,3.5,3.5,Goldorak,Russian Imperial Stout,3.5,Brouemont Russian Imperial Stout,23015.0
Golden State Brewing Company,1.108511507E9,3.5,3.5,oggg,Japanese Rice Lager,4.0,Sushi Roku Red Sun,21964.0
Third Base Sports Bar & Brewery,1.114659843E9,3.0,3.5,JeffTibbetts,Dunkelweizen,3.0,Dunkel Weizen,5616.0
Third Base Sports Bar & Brewery,1.112759897E9,1.5,1.5,mynie,American Brown Ale,1.5,Nut Brown Ale,23019.0
Third Base Sports Bar & Brewery,1.11165063E9,3.0,3.5,JeffTibbetts,American Pale Wheat Ale,3.5,Golden Hawk Wheat,16893.0
Third Base Sports Bar & Brewery,1.107828541E9,3.0,3.0,orbitalr0x,American Pale Wheat Ale,3.5,Golden Hawk Wheat,16893.0
Third Base Sports Bar & Brewery,1.115175853E9,4.5,3.0,mynie,Maibock / Helles Bock,4.0,Helles Honey Bock,19898.0
Third Base Sports Bar & Brewery,1.114660185E9,3.5,3.5,JeffTibbetts,Maibock / Helles Bock,3.5,Helles Honey Bock,19898.0
Third Base Sports Bar & Brewery,1.107835772E9,3.5,3.0,orbitalr0x,American Amber / Red Ale,3.5,Red Rocket Amber Ale,16894.0
Third Base Sports Bar & Brewery,1.107493544E9,4.0,4.0,mynie,American Amber / Red Ale,4.0,Red Rocket Amber Ale,16894.0
Third Base Sports Bar & Brewery,1.112846042E9,4.0,3.5,mynie,Scottish Ale,4.0,Tilted Kilt,16896.0
Third Base Sports Bar & Brewery,1.111651486E9,3.5,2.0,JeffTibbetts,Scottish Ale,3.5,Tilted Kilt,16896.0
Third Base Sports Bar & Brewery,1.111650025E9,2.5,2.5,JeffTibbetts,American Stout,2.5,Black Cobra Stout,5617.0
Third Base Sports Bar & Brewery,1.107836658E9,4.0,3.5,orbitalr0x,American Stout,4.0,Black Cobra Stout,5617.0
Third Base Sports Bar & Brewery,1.107836193E9,4.0,3.5,orbitalr0x,Extra Special / Strong Bitter (ESB),4.0,Flying Aces Ale,16892.0
Third Base Sports Bar & Brewery,1.111651836E9,3.0,2.5,JeffTibbetts,English Brown Ale,3.5,Brown Nose Ale,22213.0
Voronezhsky Brewery,1.111777885E9,3.0,3.5,Globetrotter,Euro Pale Lager,3.0,Zhigulovskoye,22746.0
Bernard Family Brewery,1.105418245E9,4.0,3.0,northyorksammy,Euro Dark Lager,4.0,Bernard Semi-dark Lager (polotmavy Lezak),18573.0
Bernard Family Brewery,1.108878914E9,3.0,3.0,northyorksammy,Czech Pilsener,3.0,Bernard Svetly Lezak,19309.0
Bernard Family Brewery,1.105417118E9,4.0,3.5,northyorksammy,Euro Dark Lager,4.5,Bernard Cerne,21521.0
Bernard Family Brewery,1.105308585E9,4.5,2.5,northyorksammy,Czech Pilsener,4.0,Bernard Sváte&#269;ní Leák,13583.0
Crescent City Brewhouse,1.113844431E9,4.0,3.5,Gagnonsux,Hefeweizen,4.0,Weiss Beer,3644.0
Crescent City Brewhouse,1.113844963E9,4.0,3.5,Gagnonsux,Roggenbier,3.5,Roggen,23234.0
Crescent City Brewhouse,1.105517947E9,4.0,4.5,dansteino,American IPA,4.0,IPA,17220.0
Micro-Brasserie Brouemont,1.116199376E9,4.0,3.5,Beersignal,American IPA,4.0,Brouemont India Pale,23013.0
Micro-Brasserie Brouemont,1.112745531E9,4.5,4.0,Goldorak,American IPA,4.0,Brouemont India Pale,23013.0
Micro-Brasserie Brouemont,1.112746337E9,4.0,4.5,Goldorak,American Double / Imperial IPA,4.0,Brouemont Imperial India Pale Ale,23014.0
Micro-Brasserie Brouemont,1.116195039E9,4.0,3.5,Beersignal,Hefeweizen,3.5,Weizen,23668.0
Pivovarna Laško,1.115254971E9,3.5,2.5,stephenlouis,Euro Pale Lager,3.0,Goldhorn Club,22464.0
Great Basin Brewing Co.,1.108254905E9,3.0,4.0,KoG,American Barleywine,4.0,Risky Biscuit Barleywine,11324.0
Jennings Brothers PLC,1.105875173E9,2.0,1.5,GreenCard,English Bitter,3.0,Jennings Crag Rat,12655.0
Jennings Brothers PLC,1.116554692E9,4.0,4.0,wl0307,English Bitter,4.0,Golden Host,23282.0
Jennings Brothers PLC,1.114087881E9,4.0,2.5,foamer,English Bitter,3.5,Golden Host,23282.0
No-Li Brewhouse,1.116115111E9,2.5,2.5,woemad,American Stout,2.5,Stellar Stout,23649.0
Catawba Valley Brewing Company,1.111359428E9,4.0,3.5,Backer2004,American IPA,3.5,Firewater IPA,8950.0
Catawba Valley Brewing Company,1.105754503E9,3.5,3.5,Chatter,American IPA,4.0,Firewater IPA,8950.0
Brasserie La Binchoise (Malterie des Remparts),1.115800955E9,4.0,4.0,feloniousmonk,Belgian Strong Pale Ale,4.5,La Binchoise Bière Des Ours (Berenbier),13152.0
Brasserie La Binchoise (Malterie des Remparts),1.114458447E9,4.0,4.0,paterlodie,Belgian Strong Pale Ale,4.0,La Binchoise Bière Des Ours (Berenbier),13152.0
Brasserie La Binchoise (Malterie des Remparts),1.114310524E9,3.5,4.5,santoslhalper,Belgian Strong Dark Ale,4.5,La Binchoise Brune Tradition,7694.0
Brasserie La Binchoise (Malterie des Remparts),1.107046745E9,4.5,4.5,GCBrewingCo,Belgian Strong Dark Ale,4.5,La Binchoise Brune Tradition,7694.0
Brasserie La Binchoise (Malterie des Remparts),1.10549571E9,4.0,4.0,WesWes,Belgian Strong Dark Ale,3.5,La Binchoise Brune Tradition,7694.0
Brasserie La Binchoise (Malterie des Remparts),1.104765498E9,3.5,4.0,danadeny,Belgian Strong Dark Ale,3.0,La Binchoise Brune Tradition,7694.0
Brasserie La Binchoise (Malterie des Remparts),1.113328005E9,4.5,4.0,BrewMaster,Dubbel,4.0,La Cisterciènne Bruna,23118.0
Brasserie La Binchoise (Malterie des Remparts),1.114712279E9,3.0,3.5,blitheringidiot,Belgian Strong Pale Ale,4.0,La Binchoise Spéciale Noël (Reserve Special - USA),8422.0
Brasserie La Binchoise (Malterie des Remparts),1.114500295E9,4.5,4.0,feloniousmonk,Belgian Strong Pale Ale,4.5,La Binchoise Spéciale Noël (Reserve Special - USA),8422.0
Brasserie La Binchoise (Malterie des Remparts),1.111366244E9,4.5,4.0,kmpitz2,Belgian Strong Pale Ale,4.5,La Binchoise Spéciale Noël (Reserve Special - USA),8422.0
Brasserie La Binchoise (Malterie des Remparts),1.110831003E9,4.0,4.0,SheepNutz,Belgian Strong Pale Ale,4.5,La Binchoise Spéciale Noël (Reserve Special - USA),8422.0
Brasserie La Binchoise (Malterie des Remparts),1.10965305E9,3.0,3.5,PorterLambic,Belgian Strong Pale Ale,3.0,La Binchoise Spéciale Noël (Reserve Special - USA),8422.0
Brasserie La Binchoise (Malterie des Remparts),1.107124419E9,4.5,4.5,GCBrewingCo,Belgian Strong Pale Ale,4.5,La Binchoise Spéciale Noël (Reserve Special - USA),8422.0
Brasserie La Binchoise (Malterie des Remparts),1.11410657E9,4.5,4.0,oberon,Belgian Pale Ale,4.0,La Binchoise Blonde Tradition,7693.0
Brasserie La Binchoise (Malterie des Remparts),1.107043333E9,4.5,4.5,GCBrewingCo,Belgian Pale Ale,4.5,La Binchoise Blonde Tradition,7693.0
Brasserie La Binchoise (Malterie des Remparts),1.105329466E9,4.5,4.5,cokes,Belgian Pale Ale,4.5,La Binchoise Blonde Tradition,7693.0
Stakhanovitz,1.109977395E9,3.5,3.0,NeroFiddled,Euro Pale Lager,3.5,Bogemia,12155.0
Harmon Restaurant & Brewery,1.116209521E9,4.0,4.5,RedDiamond,American IPA,4.0,Point Defiance IPA,4373.0
Harmon Restaurant & Brewery,1.104637916E9,4.0,4.5,zacharius,American IPA,4.0,Point Defiance IPA,4373.0
Wm. Kuether Brewing,1.110083569E9,2.0,3.0,Bighuge,Kölsch,2.5,'Sconnie Tall Blonde Ale,20273.0
Wm. Kuether Brewing,1.106522157E9,1.5,3.5,tavernjef,Altbier,1.5,'Sconnie Rustic Trail Amber,20274.0
Wm. Kuether Brewing,1.106449489E9,3.0,3.0,Bighuge,Altbier,3.0,'Sconnie Rustic Trail Amber,20274.0
The Seven Barrel Brewery,1.108939346E9,3.5,3.5,Jason,English Pale Ale,3.5,Olde #7,22055.0
The Seven Barrel Brewery,1.108939497E9,4.0,3.5,Jason,American Amber / Red Ale,3.5,Red  7,7046.0
The Seven Barrel Brewery,1.109161641E9,4.0,3.5,Todd,Extra Special / Strong Bitter (ESB),4.0,PNW ESB,22083.0
The Seven Barrel Brewery,1.108938515E9,4.0,4.0,Jason,Extra Special / Strong Bitter (ESB),4.0,PNW ESB,22083.0
The Seven Barrel Brewery,1.108930699E9,2.5,3.0,Todd,Cream Ale,2.5,Queechee Cream Ale,22054.0
The Seven Barrel Brewery,1.108915441E9,3.5,3.5,Jason,Cream Ale,3.5,Queechee Cream Ale,22054.0
The Seven Barrel Brewery,1.10895372E9,4.5,4.0,Todd,American IPA,4.0,Champion Reserve IPA,7047.0
The Seven Barrel Brewery,1.108939092E9,4.5,3.5,Jason,English Brown Ale,4.0,New Dublin Brown Ale,16417.0
The Seven Barrel Brewery,1.108915261E9,3.5,3.5,Jason,American Blonde Ale,3.5,Ice Rock Canadian,22053.0
The Seven Barrel Brewery,1.109441142E9,4.0,4.0,Jason,American Stout,4.0,RIP Stout,12304.0
The Seven Barrel Brewery,1.109161314E9,4.0,3.5,Todd,American Stout,3.5,RIP Stout,12304.0
Trafalgar Ales & Meads,1.106341046E9,3.5,3.5,SaunaKing,Czech Pilsener,3.5,Harbour Gold Premium Pilsner,14243.0
Trafalgar Ales & Meads,1.112373614E9,4.0,3.5,Derek,Belgian Dark Ale,4.0,Trafalgar Abbey Belgian Spice Ale,2784.0
Trafalgar Ales & Meads,1.107020298E9,2.5,3.0,CAMRAhardliner,Belgian Dark Ale,3.0,Trafalgar Abbey Belgian Spice Ale,2784.0
Trafalgar Ales & Meads,1.114292238E9,4.0,3.5,DrJay,English Pale Ale,3.5,Trafalgar Celtic Ale,20202.0
Trafalgar Ales & Meads,1.108095595E9,4.0,4.0,baiser,Belgian Dark Ale,4.0,Trafalgar Celebration Ale,8274.0
Trafalgar Ales & Meads,1.105203843E9,3.5,4.0,DrJay,Belgian Dark Ale,4.0,Trafalgar Celebration Ale,8274.0
Trafalgar Ales & Meads,1.112381137E9,4.0,3.0,Derek,Bock,3.0,Trafalgar Downrigger Double Bock,21607.0
Trafalgar Ales & Meads,1.105942694E9,3.0,3.5,northyorksammy,Bock,3.5,Trafalgar Downrigger Double Bock,21607.0
Richmodis-Bräu,1.10908937E9,4.0,4.0,paterlodie,Kölsch,4.0,Richmodis Koelsch,22169.0
Bluegrass Brewing Co. - East St. Matthew's,1.115937913E9,4.5,4.5,NeroFiddled,Belgian Dark Ale,4.5,Hell For Certain,3365.0
Bluegrass Brewing Co. - East St. Matthew's,1.114201058E9,4.0,3.5,Dithyramb,Belgian Dark Ale,4.0,Hell For Certain,3365.0
Bluegrass Brewing Co. - East St. Matthew's,1.111274471E9,3.5,3.0,Fish113d,Belgian Dark Ale,4.0,Hell For Certain,3365.0
Bluegrass Brewing Co. - East St. Matthew's,1.106969126E9,4.0,4.0,kmpitz2,Belgian Dark Ale,4.0,Hell For Certain,3365.0
Bluegrass Brewing Co. - East St. Matthew's,1.111331061E9,3.5,4.0,SheepNutz,American Barleywine,4.5,Halliburton On Trent,22622.0
Bluegrass Brewing Co. - East St. Matthew's,1.110077505E9,4.0,3.5,kmpitz2,American Pale Ale (APA),3.5,American Pale Ale,1122.0
Bluegrass Brewing Co. - East St. Matthew's,1.111364652E9,4.5,4.5,kmpitz2,American Barleywine,4.5,Halliburton On Trent,22622.0
Bluegrass Brewing Co. - East St. Matthew's,1.110568693E9,3.5,4.0,clvand0,American Pale Ale (APA),3.5,American Pale Ale,1122.0
Bluegrass Brewing Co. - East St. Matthew's,1.116378097E9,4.0,4.0,stoned2,American Pale Ale (APA),4.5,American Pale Ale,1122.0
Bluegrass Brewing Co. - East St. Matthew's,1.113494144E9,4.0,4.0,RBorsato,American Pale Ale (APA),4.0,American Pale Ale,1122.0
Bluegrass Brewing Co. - East St. Matthew's,1.112832998E9,4.0,4.0,WesWes,American Pale Ale (APA),4.5,American Pale Ale,1122.0
Bluegrass Brewing Co. - East St. Matthew's,1.109022264E9,4.0,4.0,ppoitras,American Pale Ale (APA),4.0,American Pale Ale,1122.0
Bluegrass Brewing Co. - East St. Matthew's,1.106021867E9,4.0,4.0,babydoc,American Pale Ale (APA),4.0,American Pale Ale,1122.0
Pivovarna Laško,1.114648559E9,2.0,2.0,canucklehead,Euro Pale Lager,2.0,Goldhorn Club,22464.0
Bluegrass Brewing Co. - East St. Matthew's,1.112228262E9,4.0,4.0,stoned2,American Barleywine,4.5,Bearded Pat's Barleywine,3003.0
Bluegrass Brewing Co. - East St. Matthew's,1.105022487E9,4.5,4.0,Lindeman,American Barleywine,4.5,Bearded Pat's Barleywine,3003.0
Pivovarna Laško,1.111343052E9,3.0,3.0,Brent,Euro Pale Lager,3.0,Goldhorn Club,22464.0
Pivovarna Laško,1.110494652E9,1.0,2.0,stjarnflikka,Euro Pale Lager,1.5,Goldhorn Club,22464.0
Bluegrass Brewing Co. - East St. Matthew's,1.116466032E9,2.5,2.5,stoned2,English Porter,2.5,Dark Star Porter,1123.0
Bluegrass Brewing Co. - East St. Matthew's,1.115608106E9,3.5,3.0,LokiTheDog,English Porter,4.0,Dark Star Porter,1123.0
Bluegrass Brewing Co. - East St. Matthew's,1.113238808E9,4.0,3.5,bruachan,English Porter,4.0,Dark Star Porter,1123.0
Bluegrass Brewing Co. - East St. Matthew's,1.112920214E9,4.0,4.0,WesWes,English Porter,4.0,Dark Star Porter,1123.0
Bluegrass Brewing Co. - East St. Matthew's,1.110326404E9,4.5,4.0,ppoitras,English Porter,4.5,Dark Star Porter,1123.0
Bluegrass Brewing Co. - East St. Matthew's,1.113493284E9,4.5,4.5,RBorsato,English Brown Ale,4.5,Nut Brown Ale,7324.0
Bluegrass Brewing Co. - East St. Matthew's,1.116474325E9,2.0,3.5,brewdlyhooked13,Tripel,3.0,Mephistopheles' Metamorphosis,14454.0
Bluegrass Brewing Co. - East St. Matthew's,1.111406608E9,4.0,4.0,merlin48,Tripel,4.0,Mephistopheles' Metamorphosis,14454.0
Bluegrass Brewing Co. - East St. Matthew's,1.110568564E9,3.5,4.5,clvand0,Tripel,4.5,Mephistopheles' Metamorphosis,14454.0
Bluegrass Brewing Co. - East St. Matthew's,1.109811038E9,4.0,4.5,kmpitz2,Tripel,4.5,Mephistopheles' Metamorphosis,14454.0
Pike Pub & Brewery,1.111883496E9,3.0,4.0,zacharius,American Stout,4.0,Pike Street XXXXX Stout,966.0
Bluegrass Brewing Co. - East St. Matthew's,1.115410163E9,3.5,3.0,Dithyramb,Altbier,3.5,Altbier,1121.0
Bluegrass Brewing Co. - East St. Matthew's,1.115088515E9,4.5,3.5,orbitalr0x,Altbier,4.0,Altbier,1121.0
Bluegrass Brewing Co. - East St. Matthew's,1.11349384E9,2.0,2.0,RBorsato,Altbier,2.0,Altbier,1121.0
Bluegrass Brewing Co. - East St. Matthew's,1.112836195E9,4.0,4.0,WesWes,Altbier,4.0,Altbier,1121.0
Bluegrass Brewing Co. - East St. Matthew's,1.111007065E9,3.5,3.5,mntlover,Altbier,3.5,Altbier,1121.0
Bluegrass Brewing Co. - East St. Matthew's,1.110322376E9,4.0,3.5,ppoitras,Altbier,4.0,Altbier,1121.0
Bluegrass Brewing Co. - East St. Matthew's,1.106271139E9,4.0,4.0,mentor,Altbier,3.5,Altbier,1121.0
Bluegrass Brewing Co. - East St. Matthew's,1.104535287E9,2.0,3.0,jdhilt,Altbier,2.0,Altbier,1121.0
Bluegrass Brewing Co. - East St. Matthew's,1.111815617E9,4.5,4.5,kmpitz2,American IPA,4.5,Professor Gesser's Mind Numbing Ale,1589.0
Bluegrass Brewing Co. - East St. Matthew's,1.111458453E9,4.0,4.5,orbitalr0x,American IPA,4.0,Professor Gesser's Mind Numbing Ale,1589.0
Bluegrass Brewing Co. - East St. Matthew's,1.11133087E9,4.0,4.5,SheepNutz,American IPA,4.5,Professor Gesser's Mind Numbing Ale,1589.0
Bluegrass Brewing Co. - East St. Matthew's,1.115853518E9,5.0,4.0,SheepNutz,Scotch Ale / Wee Heavy,4.0,Scotch Ale,23616.0
Bluegrass Brewing Co. - East St. Matthew's,1.115851973E9,4.5,4.0,kmpitz2,Scotch Ale / Wee Heavy,4.0,Scotch Ale,23616.0
Brasserie Britt de Bretagne,1.116876052E9,3.0,3.0,stcules,Belgian Dark Ale,3.5,Britt Rousse,23904.0
Bath Ales Ltd,1.116543605E9,5.0,5.0,noelcb,Extra Special / Strong Bitter (ESB),5.0,Gem,10656.0
Bath Ales Ltd,1.111942741E9,4.0,4.0,Toddv29424,Extra Special / Strong Bitter (ESB),4.0,Gem,10656.0
Bath Ales Ltd,1.108161317E9,4.0,3.0,MuddyFeet,Extra Special / Strong Bitter (ESB),3.5,Gem,10656.0
Bath Ales Ltd,1.105928937E9,3.5,3.5,deBeers,Extra Special / Strong Bitter (ESB),3.5,Gem,10656.0
The Cowboy Restaurant & Brewery,1.116280229E9,4.5,4.0,weeare138,Hefeweizen,4.0,The Cowboy Hefeweizen,15369.0
The Cowboy Restaurant & Brewery,1.116281161E9,4.0,3.5,weeare138,Kölsch,3.5,The Cowboy Kolsch,19201.0
The Cowboy Restaurant & Brewery,1.116281975E9,4.0,4.0,weeare138,Weizenbock,4.5,Zona Brewing Weizenbock,23694.0
Pike Pub & Brewery,1.111737109E9,4.5,4.5,Gaisgeil,American Stout,4.5,Pike Street XXXXX Stout,966.0
Pike Pub & Brewery,1.111484651E9,2.5,3.5,charlatan,American Stout,3.0,Pike Street XXXXX Stout,966.0
Pike Pub & Brewery,1.111288538E9,4.0,4.0,bootylicious,American Stout,4.5,Pike Street XXXXX Stout,966.0
Pike Pub & Brewery,1.111107561E9,4.5,5.0,CBFanWish,American Stout,5.0,Pike Street XXXXX Stout,966.0
Pike Pub & Brewery,1.107056576E9,4.0,4.5,Reidrover,American Stout,4.0,Pike Street XXXXX Stout,966.0
Yazoo Brewing Company,1.106589481E9,4.5,4.0,clvand0,American Brown Ale,3.5,Dos Perros,20893.0
Pike Pub & Brewery,1.113103707E9,4.0,3.5,stephenlouis,American Pale Ale (APA),4.0,Pike Pale Ale,959.0
Pike Pub & Brewery,1.115438756E9,4.0,3.5,bootylicious,American IPA,4.0,Pike India Pale Ale,960.0
Pike Pub & Brewery,1.114757613E9,3.5,4.0,gbontrag,American IPA,3.5,Pike India Pale Ale,960.0
Pike Pub & Brewery,1.117247178E9,4.0,3.0,MrNuggets,Scotch Ale / Wee Heavy,4.0,Pike Kilt Lifter Scotch Style Ale,962.0
Pike Pub & Brewery,1.114920732E9,4.0,3.0,misterscooter,Scotch Ale / Wee Heavy,4.0,Pike Kilt Lifter Scotch Style Ale,962.0
Pike Pub & Brewery,1.111121302E9,4.0,4.0,bootylicious,Scotch Ale / Wee Heavy,4.5,Pike Kilt Lifter Scotch Style Ale,962.0
Pike Pub & Brewery,1.108313707E9,3.5,3.0,BuckeyeNation,Scotch Ale / Wee Heavy,3.0,Pike Kilt Lifter Scotch Style Ale,962.0
Pike Pub & Brewery,1.107367784E9,4.0,4.0,WesWes,Scotch Ale / Wee Heavy,4.0,Pike Kilt Lifter Scotch Style Ale,962.0
Pike Pub & Brewery,1.10611464E9,2.0,2.5,ZAP,Scotch Ale / Wee Heavy,2.0,Pike Kilt Lifter Scotch Style Ale,962.0
Pike Pub & Brewery,1.112807764E9,4.0,3.5,canucklehead,American IPA,4.0,Pike India Pale Ale,960.0
Pike Pub & Brewery,1.116314117E9,3.5,4.0,Cwrw,American Pale Ale (APA),4.0,Naughty Nellie's Ale,961.0
Pike Pub & Brewery,1.112059623E9,4.0,4.0,bootylicious,American Pale Ale (APA),4.5,Naughty Nellie's Ale,961.0
Pike Pub & Brewery,1.106063918E9,4.0,3.5,BuckeyeNation,American Pale Ale (APA),3.5,Naughty Nellie's Ale,961.0
Pike Pub & Brewery,1.111856075E9,3.5,3.5,zacharius,Oatmeal Stout,3.5,Oatmeal Stout,15507.0
Pike Pub & Brewery,1.111306158E9,3.5,4.0,charlatan,American IPA,3.5,Pike India Pale Ale,960.0
Pike Pub & Brewery,1.11086815E9,4.0,3.5,Thrasher,American IPA,3.5,Pike India Pale Ale,960.0
Pike Pub & Brewery,1.109982662E9,4.5,4.0,Clayspapa,American IPA,4.5,Pike India Pale Ale,960.0
Buckhead Brewery and Grill,1.10884215E9,4.5,3.5,aracauna,American Porter,3.5,Ten Point Porter,10145.0
Buckhead Brewery and Grill,1.107218527E9,3.5,3.5,aracauna,American Double / Imperial IPA,4.0,Emperor Penguin Ale,21772.0
Pivovarna Laško,1.112807038E9,2.5,2.0,BearJohnson,Czech Pilsener,2.5,Zlatorog,22907.0
Pivovarna Laško,1.112402416E9,3.0,3.0,tatterdash,Czech Pilsener,3.0,Zlatorog,22907.0
Pivovarna Laško,1.112398342E9,2.5,2.5,northyorksammy,Czech Pilsener,2.5,Zlatorog,22907.0
Yazoo Brewing Company,1.112320272E9,3.5,4.0,pixrob,Hefeweizen,3.0,Hefeweizen,20575.0
Yazoo Brewing Company,1.105978953E9,5.0,4.5,Franiblector,Hefeweizen,4.0,Hefeweizen,20575.0
Yazoo Brewing Company,1.114783637E9,5.0,4.0,IPABrewer,Irish Dry Stout,5.0,Onward Irish Stout,17094.0
